,att_cat,att_name,att_price,score
793,tours_&_sightseeing,full-day_niagara_ice_wine_festival_tour_with_lunch_and_winery_visits,395.0,5.0
1049,family_friendly,medieval_times_dinner_and_tournament_toronto,68.99,3.865097902250551
461,outdoor_activities,3_hour_whale_watching_tour,129.0,3.1245334090065704
1493,recommended_experiences,maligne_lake_cruise,82.95,2.95612407500382
1372,recommended_experiences,ultimate_day_tour_to_victoria,363.56,2.508845787583768
614,tours_&_sightseeing,ultimate_day_tour_to_victoria,363.56,2.2699271531400753
907,walking_&_biking_tours,little_italy_walking_food_tour_in_vancouver,73.0,1.8787363092379559
64,"cruises,_sailing_&_water_tours",3_hour_whale_watching_tour,129.0,1.8396673288074916
1500,recommended_experiences,6-hour_eagle_viewing_river_float_trip_from_vancouver_with_lunch,157.49,1.6919408002444827
829,transfers_&_ground_transport,private_arrival_transfer:_calgary_international_airport_to_banff,528.26,1.6582261902163236
1181,luxury_&_special_occasions,3_hour_whale_watching_tour,129.0,1.486149614721355
396,sightseeing_tickets_&_passes,ultimate_day_tour_to_victoria,363.56,1.4236661568728035
210,day_trips_&_excursions,ultimate_day_tour_to_victoria,363.56,1.4079573376208772
1422,recommended_experiences,flavors_of_old_montreal_walking_tour,68.0,1.2912255142051037
1201,luxury_&_special_occasions,lift_your_spirits!_distillery_and_cocktail_experience,105.0,1.2550479142564013
1175,luxury_&_special_occasions,ultimate_day_tour_to_victoria,363.56,1.219508380901967
87,"cruises,_sailing_&_water_tours",maligne_lake_cruise,82.95,1.2086398463251184
1541,recommended_experiences,overnight_camping_and_river-rafting_trip_in_squamish,425.24,1.1656589028835869
467,outdoor_activities,2_hour_banff_horseback_riding_adventure,124.95,0.9746941748433783
436,outdoor_activities,ultimate_day_tour_to_victoria,363.56,0.8237228265318374
1071,family_friendly,3_hour_whale_watching_tour,129.0,0.803235030887778
1195,luxury_&_special_occasions,full-day_mont-tremblant_rouge_river_rafting_tour_with_lunch,98.29,0.7871471917225121
952,water_sports,ultimate_day_tour_to_victoria,363.56,0.7416864604025234
1057,family_friendly,ultimate_day_tour_to_victoria,363.56,0.6862812953630133
604,tours_&_sightseeing,5.5-hour_jasper_wildlife_and_waterfalls_tour_with_maligne_lake_cruise_from_jasper,144.59,0.6411298766944621
30,"air,_helicopter_&_balloon_tours",seaplane_flight_to_vancouver_with_bus_tour_from_victoria,439.0,0.6151579315011679
861,walking_&_biking_tours,ultimate_day_tour_to_victoria,363.56,0.5990992116385803
53,"cruises,_sailing_&_water_tours",ultimate_day_tour_to_victoria,363.56,0.5888039819857677
497,outdoor_activities,small-group_capilano_suspension_bridge_and_vancouver_city_tour,200.0,0.5340856999410623
546,outdoor_activities,whistler_sky_walk,124.95,0.5055990919211544
512,outdoor_activities,nordic_backcountry_skiing_tour_in_jacques-cartier_national_park,89.9,0.5044057973930934
429,outdoor_activities,lake_louise_winterland_from_banff,99.0,0.5029741765078257
1270,private_&_custom_tours,60_minute_private_vacation_photography_session_with_local_photographer_in_prague,477.13,0.4927200890615791
161,cultural_&_theme_tours,6-hour_eagle_viewing_river_float_trip_from_vancouver_with_lunch,157.49,0.48714282595883085
6,featured_tours_and_tickets,whistler_small-group_day_trip_from_vancouver,145.0,0.4682294338423086
1005,water_sports,english_bay_jet_ski_tour_from_vancouver,155.68,0.4413030320910917
572,tours_&_sightseeing,vancouver_city_sightseeing_tour,80.0,0.41828612055510683
868,walking_&_biking_tours,vancouver_biking_and_hiking_tour_including_lunch,135.5,0.4091188268783698
1451,recommended_experiences,whistler_sasquatch_zipline,135.45,0.3958046972206457
440,outdoor_activities,jasper_to_banff_one-way_tour,257.25,0.3856628235440178
598,tours_&_sightseeing,"jasper_national_park_tour:_maligne_valley,_medicine_lake_and_spirit_island",72.45,0.365828485516579
192,day_trips_&_excursions,luxury_niagara_falls_day_trip_from_toronto_with_cruise_and_lunch,169.0,0.3464246271364956
204,day_trips_&_excursions,luxury_niagara_falls_day_trip_from_toronto_with_cruise_and_lunch,169.0,0.33860349366827835
537,outdoor_activities,call_of_the_wild_atv_tour,156.45,0.33832485647551896
326,"food,_wine_&_nightlife",tour_and_taste_okanagan's_wine_country,135.45,0.32602431730370435
244,day_trips_&_excursions,seaplane_flight_to_vancouver_with_bus_tour_from_victoria,439.0,0.3238960075091135
842,walking_&_biking_tours,small-group_quebec_city_food_tour,53.0,0.32003330855989826
608,tours_&_sightseeing,toronto's_original_brunch_food_tour,99.0,0.3124795354827443
1044,family_friendly,niagara_on_the_lake_wine_tour_with_cheese_pairing,83.62,0.3105748858079937
1182,luxury_&_special_occasions,4-day_yukon_aurora_viewing_tour,702.45,0.3103621400973565
291,"food,_wine_&_nightlife",3-hour_old_chinatown_food_tour_in_toronto,100.0,0.2985904594761629
638,tours_&_sightseeing,3_hour_whale_watching_tour,129.0,0.2963916963174783
1043,family_friendly,niagara_falls_day_and_evening_tour_with_boat_cruise_and_optional_fallsview_dinner,169.0,0.29497719314820675
1397,recommended_experiences,wild_current_canoe_adventure_at_pyramid_lake,120.0,0.2702425838294842
588,tours_&_sightseeing,niagara_on_the_lake_wine_tour_with_cheese_pairing,83.62,0.26565972572771823
1298,recommended_experiences,half-day_trip_to_montmorency_falls_and_ste-anne-de-beaupré_from_quebec,57.5,0.2624428528355635
1157,multi-day_&_extended_tours,overnight_camping_and_river-rafting_trip_in_squamish,425.24,0.25601929667547096
0,featured_tours_and_tickets,vancouver_city_sightseeing_tour,80.0,0.2518788984905372
591,tours_&_sightseeing,guided_tour_of_the_fairmont_le_château_frontenac_in_quebec_city,26.25,0.2517108336425749
377,"food,_wine_&_nightlife",full-day_niagara_ice_wine_festival_tour_with_lunch_and_winery_visits,395.0,0.25035471829909844
994,water_sports,squamish_elaho_white-water_rafting_from_vancouver,215.24,0.24647230093481914
100,"cruises,_sailing_&_water_tours",full-day_mont-tremblant_rouge_river_rafting_tour_with_lunch,98.29,0.2362533016087839
1101,family_friendly,full-day_mont-tremblant_rouge_river_rafting_tour_with_lunch,98.29,0.23524917596210515
1531,recommended_experiences,squamish_cheakamus_white-water_rafting_from_whistler,120.74,0.23019143447398005
85,"cruises,_sailing_&_water_tours",victoria_whale_watching_tour_on_a_covered_vessel,122.0,0.22655663776849447
1316,recommended_experiences,niagara_on_the_lake_wine_tour_with_cheese_pairing,83.62,0.2178719656237039
1314,recommended_experiences,niagara_falls_platinum_tour_from_toronto_with_cruise_and_lunch,149.0,0.21278651176846172
47,"cruises,_sailing_&_water_tours",whale-watching_cruise_with_expert_naturalists,94.5,0.20812959769487677
1460,recommended_experiences,45-minute_beacon_hill_park_carriage_tour,165.0,0.20593307284276702
908,walking_&_biking_tours,electric_bike_tour_of_quebec_city,85.0,0.19925034209851344
1472,recommended_experiences,beyond_the_bagel:_montreal_jewish_food_walking_tour,85.0,0.1987768656477156
1039,family_friendly,half-day_trip_to_montmorency_falls_and_ste-anne-de-beaupré_from_quebec,57.5,0.19721288623365565
518,outdoor_activities,full-day_mont-tremblant_rouge_river_rafting_tour_with_lunch,98.29,0.19480037545567658
1170,luxury_&_special_occasions,northern_lights_tour_from_yellowknife,100.0,0.19335967344087665
58,"cruises,_sailing_&_water_tours",quebec_city_historic_discoverers_cruise,44.83,0.1933122426586955
1511,recommended_experiences,little_italy_walking_food_tour_in_vancouver,73.0,0.1925177077762437
1356,recommended_experiences,5.5-hour_jasper_wildlife_and_waterfalls_tour_with_maligne_lake_cruise_from_jasper,144.59,0.1894697737374757
629,tours_&_sightseeing,vancouver_biking_and_hiking_tour_including_lunch,135.5,0.18697163174510487
1073,family_friendly,4-day_yukon_aurora_viewing_tour,702.45,0.18553768728444042
135,cultural_&_theme_tours,quebec_city_historic_discoverers_cruise,44.83,0.1828306579956233
222,day_trips_&_excursions,3_hour_whale_watching_tour,129.0,0.18100456222304687
579,tours_&_sightseeing,"best_of_niagara_falls_tour_from_niagara_falls,_ontario",158.0,0.17750054657314837
261,"food,_wine_&_nightlife",small-group_quebec_city_food_tour,53.0,0.1725716889093231
1108,family_friendly,kingston_discovery_sightseeing_cruise,39.55,0.17026186311011546
441,outdoor_activities,3_hour_banff_horseback_riding_adventures,170.1,0.17019929711204732
1169,luxury_&_special_occasions,niagara_on_the_lake_wine_tour_with_cheese_pairing,83.62,0.1687567405003711
1242,private_&_custom_tours,120_minute_private_vacation_photography_session_with_local_photographer_in_santorini,886.09,0.1683220187291262
144,cultural_&_theme_tours,6-hour_niagara_falls_canadian_side_evening_illuminations_tour,149.89,0.1682331259822968
641,tours_&_sightseeing,4-day_yukon_aurora_viewing_tour,702.45,0.1669031455327323
1289,recommended_experiences,quebec_city_walking_tour,30.99,0.16646926579110366
199,day_trips_&_excursions,niagara_on_the_lake_wine_tour_with_cheese_pairing,83.62,0.1612152354749678
757,tours_&_sightseeing,call_of_the_wild_atv_tour,156.45,0.16093883658878325
1305,recommended_experiences,whistler_small-group_day_trip_from_vancouver,145.0,0.1540267113964168
1293,recommended_experiences,small-group_quebec_city_food_tour,53.0,0.15137293248687542
342,"food,_wine_&_nightlife",pub_crawl_montreal,29.0,0.15038643616912423
1578,recommended_experiences,full-day_niagara_ice_wine_festival_tour_with_lunch_and_winery_visits,395.0,0.1493746043526664
1325,recommended_experiences,whale-watching_cruise_with_expert_naturalists,94.5,0.1491217503199286
459,outdoor_activities,talking_trees_-_indigenous_walking_tour,40.0,0.14748213746084454
646,tours_&_sightseeing,full-day_niagara_winery_tour_from_toronto,99.0,0.14567098504930584
517,outdoor_activities,2_hour_ziplines_and_tree_course_adventure_from_mont-tremblant,42.4,0.14136342799764248
1168,luxury_&_special_occasions,niagara_falls_day_and_evening_tour_with_boat_cruise_and_optional_fallsview_dinner,169.0,0.1408251259249962
900,walking_&_biking_tours,downtown_toronto_bike_tour,84.75,0.13591420668957782
1315,recommended_experiences,niagara-on-the-lake_wine_tour_and_tastings_with_transport,40.0,0.13331153578016197
375,"food,_wine_&_nightlife",all_star_wineries_of_kelowna_tour,166.95,0.1307858093239069
1051,family_friendly,niagara_falls_helicopter_tour,145.0,0.1299390579466449
1172,luxury_&_special_occasions,niagara_falls_helicopter_tour,145.0,0.12963274036257666
1104,family_friendly,boldt_castle_and_thousand_islands_helicopter_tour,172.84,0.12943242258273122
1416,recommended_experiences,4-day_yukon_aurora_viewing_tour,702.45,0.12942306432952783
351,"food,_wine_&_nightlife",little_italy_walking_food_tour_in_vancouver,73.0,0.12749121390059157
1326,recommended_experiences,northern_lights_tour_from_yellowknife,100.0,0.12604295493645085
201,day_trips_&_excursions,niagara-on-the-lake_wine-tasting_tour_with_gourmet_lunch_or_dinner,157.07,0.12564934339596384
701,tours_&_sightseeing,small-group_capilano_suspension_bridge_and_vancouver_city_tour,200.0,0.12459889546178865
872,walking_&_biking_tours,talking_trees_-_indigenous_walking_tour,40.0,0.12413574719704329
632,tours_&_sightseeing,niagara-on-the-lake_cycle_and_wine-tasting_tour_with_optional_two_course_lunch,77.98,0.12391907912059877
193,day_trips_&_excursions,vancouver_to_victoria_and_butchart_gardens_tour_by_bus,210.0,0.12379073888503853
1036,family_friendly,quebec_city_walking_tour,30.99,0.12337819766609001
707,tours_&_sightseeing,seaplane_flight_to_vancouver_with_bus_tour_from_victoria,439.0,0.12320185108380083
1301,recommended_experiences,quebec_city_sightseeing_tour,42.0,0.12305807719147693
909,walking_&_biking_tours,old_montreal_ghost_walking_tour,25.0,0.12105716967540547
1311,recommended_experiences,niagara_falls_day_and_evening_tour_with_boat_cruise_and_optional_fallsview_dinner,169.0,0.1207325725876427
1575,recommended_experiences,half-day_canadian_side_sightseeing_tour_of_niagara_falls_with_cruise_&_lunch,199.0,0.11902942379764139
196,day_trips_&_excursions,half-day_trip_to_montmorency_falls_and_ste-anne-de-beaupré_from_quebec,57.5,0.11816736666684857
1547,recommended_experiences,call_of_the_wild_atv_tour,156.45,0.11759855967316801
1455,recommended_experiences,60-minute_deluxe_horse-drawn_carriage_tour,215.0,0.11215919757263539
594,tours_&_sightseeing,northern_lights_tour_from_yellowknife,100.0,0.1119062795882812
841,walking_&_biking_tours,quebec_city_walking_tour,30.99,0.1111557753937373
538,outdoor_activities,whistler_blackcomb_salmon_bake_dinner_and_atv_tour,183.75,0.1103213879956506
457,outdoor_activities,summer_tour:_banff_and_its_wildlife,74.55,0.11031265860000873
580,tours_&_sightseeing,half-day_trip_to_montmorency_falls_and_ste-anne-de-beaupré_from_quebec,57.5,0.10941989403472964
265,"food,_wine_&_nightlife",niagara-on-the-lake_wine_tour_and_tastings_with_transport,40.0,0.10850249743852458
414,outdoor_activities,northern_lights_tour_from_yellowknife,100.0,0.10841869950380366
124,cultural_&_theme_tours,half-day_trip_to_montmorency_falls_and_ste-anne-de-beaupré_from_quebec,57.5,0.10787046361340616
455,outdoor_activities,vancouver_biking_and_hiking_tour_including_lunch,135.5,0.10609118042405208
334,"food,_wine_&_nightlife",beyond_the_bagel:_montreal_jewish_food_walking_tour,85.0,0.10269004160777433
843,walking_&_biking_tours,victoria_guided_food_and_history_tour,63.0,0.1014083339700072
129,cultural_&_theme_tours,niagara_on_the_lake_wine_tour_with_cheese_pairing,83.62,0.10094850053071314
13,"air,_helicopter_&_balloon_tours",niagara_falls_helicopter_tour,145.0,0.09978734168990526
575,tours_&_sightseeing,niagara_falls_canadian_side_tour_and_maid_of_the_mist_boat_ride,149.89,0.09857149355845211
601,tours_&_sightseeing,niagara_falls_helicopter_tour,145.0,0.09675721817631136
596,tours_&_sightseeing,niagara-on-the-lake_wine-tasting_tour_with_gourmet_lunch_or_dinner,157.07,0.09256323919541704
1150,multi-day_&_extended_tours,4-day_yukon_aurora_viewing_tour,702.45,0.09185566785269912
419,outdoor_activities,"jasper_national_park_tour:_maligne_valley,_medicine_lake_and_spirit_island",72.45,0.09100302226812337
122,cultural_&_theme_tours,quebec_city_walking_tour,30.99,0.09081569732501472
5,featured_tours_and_tickets,niagara_falls_in_one_day:_deluxe_sightseeing_tour_of_american_and_canadian_sides,204.42,0.09068006660518216
730,tours_&_sightseeing,full-day_mont-tremblant_rouge_river_rafting_tour_with_lunch,98.29,0.08628931915915392
1331,recommended_experiences,evening_wildlife_safari,58.8,0.08583190522268123
31,"air,_helicopter_&_balloon_tours",vancouver_to_victoria_seaplane_flight,218.0,0.08583028511506516
640,tours_&_sightseeing,rockies_classic_4-day_summer_tour,687.0,0.08528618476252973
1509,recommended_experiences,mountain_explorer_atv_tour,103.95,0.08511745908119774
1394,recommended_experiences,whistler_wilderness_snowmobile_run,208.96,0.08470407583263298
337,"food,_wine_&_nightlife",calgary_food_walking_tour_-_calgary_farmers_market,69.29,0.08333930570373381
424,outdoor_activities,niagara_falls_helicopter_tour,145.0,0.08332894554187313
809,transfers_&_ground_transport,vancouver_aquabus_ferry_ticket,16.0,0.0806975070636692
917,walking_&_biking_tours,ebike_tour,79.0,0.07850734539739364
1095,family_friendly,ottawa_river_historic_sightseeing_cruise,28.0,0.07804494323483988
1124,shore_excursions,skagway_shore_excursion:_full-day_tour_of_the_yukon,157.45,0.07715042000010913
307,"food,_wine_&_nightlife",full-day_niagara_winery_tour_from_toronto,99.0,0.07666281024208159
583,tours_&_sightseeing,toronto_city_hop-on_hop-off_tour,43.0,0.07659415818185042
1545,recommended_experiences,english_bay_jet_ski_tour_from_vancouver,155.68,0.07601812998481532
49,"cruises,_sailing_&_water_tours","jasper_national_park_tour:_maligne_valley,_medicine_lake_and_spirit_island",72.45,0.07589350960161041
989,water_sports,full-day_mont-tremblant_rouge_river_rafting_tour_with_lunch,98.29,0.0755713693217786
673,tours_&_sightseeing,pedicab_tour_from_victoria_cruise_ship_terminal,90.0,0.07511066720636146
717,tours_&_sightseeing,electric_bike_tour_of_quebec_city,85.0,0.07479176714176179
1097,family_friendly,interactive_pirate_cruise_from_granville_island,34.5,0.07468646014671694
408,outdoor_activities,whistler_small-group_day_trip_from_vancouver,145.0,0.07310278896409977
1323,recommended_experiences,guided_tour_of_the_fairmont_le_château_frontenac_in_quebec_city,26.25,0.07288000284968402
679,tours_&_sightseeing,ottawa_spring_tulip_festival_bike_tour,68.0,0.0728591386348257
628,tours_&_sightseeing,victoria_city_sightseeing_tour_with_craigdarroch_castle,47.25,0.07266657498847165
581,tours_&_sightseeing,butchart_gardens_tour_from_victoria,73.5,0.07211262075770557
80,"cruises,_sailing_&_water_tours",lady_muskoka_boat_cruise,42.94,0.07161148523280435
444,outdoor_activities,columbia_icefield_tour_including_the_glacier_skywalk_from_jasper,232.05,0.07135598253728634
573,tours_&_sightseeing,quebec_city_walking_tour,30.99,0.07129093841408177
1072,family_friendly,rockies_classic_4-day_summer_tour,687.0,0.07043961449624543
1395,recommended_experiences,stanley_park_horse-drawn_tours,42.0,0.07033245290432429
225,day_trips_&_excursions,full-day_niagara_winery_tour_from_toronto,99.0,0.0700777815798198
477,outdoor_activities,whistler_sasquatch_zipline,135.45,0.06987099935741416
318,"food,_wine_&_nightlife",victoria_craft_brewery_tour_and_tastings,79.0,0.0681585029728122
242,day_trips_&_excursions,4_hour_montreal_architecture_&_city_bike_tour_with_wine_or_beer,86.23,0.06726590894517692
1288,recommended_experiences,vancouver_city_sightseeing_tour,80.0,0.06632590545256598
1,featured_tours_and_tickets,vancouver_to_victoria_and_butchart_gardens_tour_by_bus,210.0,0.06580113447609472
597,tours_&_sightseeing,evening_wildlife_safari,58.8,0.06541997751290628
287,"food,_wine_&_nightlife",niagara-on-the-lake_wine_tour_with_lunch,114.99,0.06493346026165932
127,cultural_&_theme_tours,niagara_falls_day_and_evening_tour_with_boat_cruise_and_optional_fallsview_dinner,169.0,0.06405055490391226
1112,family_friendly,quebec_city_shore_excursion:_grand_walking_tour_of_quebec_city,30.99,0.06098680882798345
50,"cruises,_sailing_&_water_tours",victoria_whale_and_wildlife_cruise,151.2,0.06086576440599692
1551,recommended_experiences,quebec_city_shore_excursion:_grand_walking_tour_of_quebec_city,30.99,0.06079180436160256
1299,recommended_experiences,johnston_canyon_icewalk,79.8,0.06001833620746108
1369,recommended_experiences,niagara_falls_open-top_jet-boat_ride,79.04,0.05952363847861321
1495,recommended_experiences,4_hour_montreal_architecture_&_city_bike_tour_with_wine_or_beer,86.23,0.05859097343398692
739,tours_&_sightseeing,boldt_castle_and_thousand_islands_helicopter_tour,172.84,0.05706521044004169
340,"food,_wine_&_nightlife",4_hour_montreal_architecture_&_city_bike_tour_with_wine_or_beer,86.23,0.056849517625747636
1429,recommended_experiences,top_of_gowlland_tod_hike_in_victoria,86.0,0.05679409289151349
128,cultural_&_theme_tours,small_group_excursion_of_quebec_city_montmorency_falls,35.0,0.0563674663290476
1319,recommended_experiences,vancouver_highlights_bike_tour,94.45,0.05618842844956724
131,cultural_&_theme_tours,niagara-on-the-lake_wine-tasting_tour_with_gourmet_lunch_or_dinner,157.07,0.05488137465449072
663,tours_&_sightseeing,peggy's_cove_and_halifax_tour_with_lobster_roll_lunch,140.0,0.05459387483355525
676,tours_&_sightseeing,45-minute_beacon_hill_park_carriage_tour,165.0,0.053404204230424995
394,sightseeing_tickets_&_passes,butchart_gardens_tour_from_victoria,73.5,0.05323433274929874
865,walking_&_biking_tours,montmorency_falls_bike_tour_in_quebec,77.0,0.053198173439512345
358,"food,_wine_&_nightlife",ile_d'orleans_food_tour,51.75,0.052854843857438716
274,"food,_wine_&_nightlife",vancouver_brewery_tour,83.99,0.05281672336474863
1364,recommended_experiences,fine_dining_dinner_tour_in_whistler,131.24,0.052236362445700804
1420,recommended_experiences,full-day_niagara_winery_tour_from_toronto,99.0,0.05221453362729475
1515,recommended_experiences,old_montreal_ghost_walking_tour,25.0,0.0516469843487372
277,"food,_wine_&_nightlife",montreal_craft_brewery_and_beer_tasting_small-group_tour,74.73,0.05157058348431599
509,outdoor_activities,mountain_explorer_atv_tour,103.95,0.05073132510477833
282,"food,_wine_&_nightlife",fine_dining_dinner_tour_in_whistler,131.24,0.05064995200218016
1413,recommended_experiences,niagara-on-the-lake_cycle_and_wine-tasting_tour_with_optional_two_course_lunch,77.98,0.050486939331915365
1346,recommended_experiences,glacier_skywalk_admission,36.75,0.0486418819050692
447,outdoor_activities,whistler_wilderness_snowmobile_run,208.96,0.04839510327589171
951,water_sports,niagara_falls_open-top_jet-boat_ride,79.04,0.04761356655947807
280,"food,_wine_&_nightlife",small-group_gourmet_food_tour_in_vancouver,131.87,0.04674398978445406
262,"food,_wine_&_nightlife",victoria_guided_food_and_history_tour,63.0,0.04671933110702124
