,att_cat,att_name,att_price,score
1493,recommended_experiences,maligne_lake_cruise,82.95,4.999999999999999
1372,recommended_experiences,ultimate_day_tour_to_victoria,363.56,3.7354683485839053
461,outdoor_activities,3_hour_whale_watching_tour,129.0,3.6062677672789705
793,tours_&_sightseeing,full-day_niagara_ice_wine_festival_tour_with_lunch_and_winery_visits,395.0,3.5333947088498934
829,transfers_&_ground_transport,private_arrival_transfer:_calgary_international_airport_to_banff,528.26,3.525867914082571
210,day_trips_&_excursions,ultimate_day_tour_to_victoria,363.56,3.4748329117654375
1181,luxury_&_special_occasions,3_hour_whale_watching_tour,129.0,3.1905523174441246
614,tours_&_sightseeing,ultimate_day_tour_to_victoria,363.56,3.025789234584067
1201,luxury_&_special_occasions,lift_your_spirits!_distillery_and_cocktail_experience,105.0,2.941623797112448
1049,family_friendly,medieval_times_dinner_and_tournament_toronto,68.99,2.907053415360882
1541,recommended_experiences,overnight_camping_and_river-rafting_trip_in_squamish,425.24,2.9001408941334543
1422,recommended_experiences,flavors_of_old_montreal_walking_tour,68.0,2.0988519208100325
1175,luxury_&_special_occasions,ultimate_day_tour_to_victoria,363.56,1.8837680987145353
396,sightseeing_tickets_&_passes,ultimate_day_tour_to_victoria,363.56,1.6542743621663483
436,outdoor_activities,ultimate_day_tour_to_victoria,363.56,1.5285012474029447
467,outdoor_activities,2_hour_banff_horseback_riding_adventure,124.95,1.4719793341663607
1500,recommended_experiences,6-hour_eagle_viewing_river_float_trip_from_vancouver_with_lunch,157.49,1.4554395088299876
907,walking_&_biking_tours,little_italy_walking_food_tour_in_vancouver,73.0,1.4454534330115265
87,"cruises,_sailing_&_water_tours",maligne_lake_cruise,82.95,1.2468042224696594
1071,family_friendly,3_hour_whale_watching_tour,129.0,1.2228864324858948
440,outdoor_activities,jasper_to_banff_one-way_tour,257.25,1.0564695736319583
861,walking_&_biking_tours,ultimate_day_tour_to_victoria,363.56,1.0366334952475442
868,walking_&_biking_tours,vancouver_biking_and_hiking_tour_including_lunch,135.5,1.0355941142875358
6,featured_tours_and_tickets,whistler_small-group_day_trip_from_vancouver,145.0,1.0161310224077655
1451,recommended_experiences,whistler_sasquatch_zipline,135.45,1.0040263953923263
497,outdoor_activities,small-group_capilano_suspension_bridge_and_vancouver_city_tour,200.0,1.0016857532082184
64,"cruises,_sailing_&_water_tours",3_hour_whale_watching_tour,129.0,0.9983888926903003
1057,family_friendly,ultimate_day_tour_to_victoria,363.56,0.996300897228149
1195,luxury_&_special_occasions,full-day_mont-tremblant_rouge_river_rafting_tour_with_lunch,98.29,0.9677529718398348
572,tours_&_sightseeing,vancouver_city_sightseeing_tour,80.0,0.9595784926893673
952,water_sports,ultimate_day_tour_to_victoria,363.56,0.8992352901898183
53,"cruises,_sailing_&_water_tours",ultimate_day_tour_to_victoria,363.56,0.852352465977799
604,tours_&_sightseeing,5.5-hour_jasper_wildlife_and_waterfalls_tour_with_maligne_lake_cruise_from_jasper,144.59,0.8035102476766464
537,outdoor_activities,call_of_the_wild_atv_tour,156.45,0.8011778063358816
1242,private_&_custom_tours,120_minute_private_vacation_photography_session_with_local_photographer_in_santorini,886.09,0.7843728811450681
546,outdoor_activities,whistler_sky_walk,124.95,0.6924858333164862
429,outdoor_activities,lake_louise_winterland_from_banff,99.0,0.6845495431048961
30,"air,_helicopter_&_balloon_tours",seaplane_flight_to_vancouver_with_bus_tour_from_victoria,439.0,0.6768516848201345
161,cultural_&_theme_tours,6-hour_eagle_viewing_river_float_trip_from_vancouver_with_lunch,157.49,0.6030455526595712
1531,recommended_experiences,squamish_cheakamus_white-water_rafting_from_whistler,120.74,0.5999291106952022
291,"food,_wine_&_nightlife",3-hour_old_chinatown_food_tour_in_toronto,100.0,0.5970880348261994
638,tours_&_sightseeing,3_hour_whale_watching_tour,129.0,0.5293949327875889
517,outdoor_activities,2_hour_ziplines_and_tree_course_adventure_from_mont-tremblant,42.4,0.524045310060401
994,water_sports,squamish_elaho_white-water_rafting_from_vancouver,215.24,0.4965685059331826
0,featured_tours_and_tickets,vancouver_city_sightseeing_tour,80.0,0.49015836229425724
608,tours_&_sightseeing,toronto's_original_brunch_food_tour,99.0,0.4745423771472359
222,day_trips_&_excursions,3_hour_whale_watching_tour,129.0,0.4638620543795371
100,"cruises,_sailing_&_water_tours",full-day_mont-tremblant_rouge_river_rafting_tour_with_lunch,98.29,0.40504730683818635
842,walking_&_biking_tours,small-group_quebec_city_food_tour,53.0,0.403439880795943
204,day_trips_&_excursions,luxury_niagara_falls_day_trip_from_toronto_with_cruise_and_lunch,169.0,0.4005813705414627
588,tours_&_sightseeing,niagara_on_the_lake_wine_tour_with_cheese_pairing,83.62,0.3969370676272402
1039,family_friendly,half-day_trip_to_montmorency_falls_and_ste-anne-de-beaupré_from_quebec,57.5,0.39427510425155043
1511,recommended_experiences,little_italy_walking_food_tour_in_vancouver,73.0,0.39238638928263736
629,tours_&_sightseeing,vancouver_biking_and_hiking_tour_including_lunch,135.5,0.3909823441553039
1043,family_friendly,niagara_falls_day_and_evening_tour_with_boat_cruise_and_optional_fallsview_dinner,169.0,0.37912526111485206
1182,luxury_&_special_occasions,4-day_yukon_aurora_viewing_tour,702.45,0.3453202306616581
1157,multi-day_&_extended_tours,overnight_camping_and_river-rafting_trip_in_squamish,425.24,0.343153415982931
512,outdoor_activities,nordic_backcountry_skiing_tour_in_jacques-cartier_national_park,89.9,0.3417952652048252
1270,private_&_custom_tours,60_minute_private_vacation_photography_session_with_local_photographer_in_prague,477.13,0.33627977282764887
1397,recommended_experiences,wild_current_canoe_adventure_at_pyramid_lake,120.0,0.32706928417499176
1316,recommended_experiences,niagara_on_the_lake_wine_tour_with_cheese_pairing,83.62,0.3195271507932682
757,tours_&_sightseeing,call_of_the_wild_atv_tour,156.45,0.3112040237638328
598,tours_&_sightseeing,"jasper_national_park_tour:_maligne_valley,_medicine_lake_and_spirit_island",72.45,0.297757009813603
244,day_trips_&_excursions,seaplane_flight_to_vancouver_with_bus_tour_from_victoria,439.0,0.2943225573684833
1416,recommended_experiences,4-day_yukon_aurora_viewing_tour,702.45,0.29277779184408026
1326,recommended_experiences,northern_lights_tour_from_yellowknife,100.0,0.28316157406039477
1298,recommended_experiences,half-day_trip_to_montmorency_falls_and_ste-anne-de-beaupré_from_quebec,57.5,0.2801296615294478
459,outdoor_activities,talking_trees_-_indigenous_walking_tour,40.0,0.27089159374436267
47,"cruises,_sailing_&_water_tours",whale-watching_cruise_with_expert_naturalists,94.5,0.26878613352323977
1051,family_friendly,niagara_falls_helicopter_tour,145.0,0.26840509804272233
707,tours_&_sightseeing,seaplane_flight_to_vancouver_with_bus_tour_from_victoria,439.0,0.2646197102495039
1108,family_friendly,kingston_discovery_sightseeing_cruise,39.55,0.2614389675986259
1293,recommended_experiences,small-group_quebec_city_food_tour,53.0,0.26031484459073834
518,outdoor_activities,full-day_mont-tremblant_rouge_river_rafting_tour_with_lunch,98.29,0.2567818909050193
